"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 1, 'train_acc': 0.9686, 'test_acc': 0.9662, 'train_loss': 0.0949, 'test_loss': 0.1068}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 14, 'train_acc': 0.9687, 'test_acc': 0.9639, 'train_loss': 0.0959, 'test_loss': 0.1156}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 15, 'train_acc': 0.9685, 'test_acc': 0.9625, 'train_loss': 0.1004, 'test_loss': 0.1174}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 16, 'train_acc': 0.9574, 'test_acc': 0.9523, 'train_loss': 0.1386, 'test_loss': 0.1602}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 17, 'train_acc': 0.952, 'test_acc': 0.9496, 'train_loss': 0.1539, 'test_loss': 0.1744}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 18, 'train_acc': 0.9383, 'test_acc': 0.9329, 'train_loss': 0.2002, 'test_loss': 0.2262}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 19, 'train_acc': 0.9444, 'test_acc': 0.9388, 'train_loss': 0.1728, 'test_loss': 0.2002}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 20, 'train_acc': 0.9614, 'test_acc': 0.9568, 'train_loss': 0.1203, 'test_loss': 0.1432}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 21, 'train_acc': 0.9337, 'test_acc': 0.9338, 'train_loss': 0.211, 'test_loss': 0.2253}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 22, 'train_acc': 0.9482, 'test_acc': 0.9469, 'train_loss': 0.1604, 'test_loss': 0.1747}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 23, 'train_acc': 0.9494, 'test_acc': 0.9446, 'train_loss': 0.1544, 'test_loss': 0.1727}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 24, 'train_acc': 0.931, 'test_acc': 0.9274, 'train_loss': 0.2145, 'test_loss': 0.2311}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 25, 'train_acc': 0.9575, 'test_acc': 0.9553, 'train_loss': 0.1299, 'test_loss': 0.1363}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 26, 'train_acc': 0.9392, 'test_acc': 0.9372, 'train_loss': 0.178, 'test_loss': 0.1987}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 27, 'train_acc': 0.9358, 'test_acc': 0.9348, 'train_loss': 0.1983, 'test_loss': 0.2094}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 28, 'train_acc': 0.9524, 'test_acc': 0.9496, 'train_loss': 0.1457, 'test_loss': 0.16}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 29, 'train_acc': 0.9372, 'test_acc': 0.9429, 'train_loss': 0.1915, 'test_loss': 0.1904}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 30, 'train_acc': 0.9362, 'test_acc': 0.9397, 'train_loss': 0.1973, 'test_loss': 0.1928}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 31, 'train_acc': 0.9456, 'test_acc': 0.9477, 'train_loss': 0.1686, 'test_loss': 0.1688}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 32, 'train_acc': 0.96, 'test_acc': 0.9613, 'train_loss': 0.1204, 'test_loss': 0.1208}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 33, 'train_acc': 0.9634, 'test_acc': 0.9643, 'train_loss': 0.1117, 'test_loss': 0.1157}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 34, 'train_acc': 0.9619, 'test_acc': 0.9593, 'train_loss': 0.1161, 'test_loss': 0.1274}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 35, 'train_acc': 0.939, 'test_acc': 0.9391, 'train_loss': 0.1853, 'test_loss': 0.1902}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 36, 'train_acc': 0.9187, 'test_acc': 0.9181, 'train_loss': 0.2614, 'test_loss': 0.263}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 37, 'train_acc': 0.9331, 'test_acc': 0.9331, 'train_loss': 0.2046, 'test_loss': 0.2053}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 38, 'train_acc': 0.947, 'test_acc': 0.9447, 'train_loss': 0.1611, 'test_loss': 0.1706}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 39, 'train_acc': 0.9488, 'test_acc': 0.9489, 'train_loss': 0.158, 'test_loss': 0.1573}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 40, 'train_acc': 0.9251, 'test_acc': 0.9271, 'train_loss': 0.2358, 'test_loss': 0.2296}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 41, 'train_acc': 0.9333, 'test_acc': 0.9336, 'train_loss': 0.2063, 'test_loss': 0.2063}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 42, 'train_acc': 0.9397, 'test_acc': 0.9392, 'train_loss': 0.1871, 'test_loss': 0.1904}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 43, 'train_acc': 0.9313, 'test_acc': 0.9267, 'train_loss': 0.1992, 'test_loss': 0.2221}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 44, 'train_acc': 0.9528, 'test_acc': 0.9508, 'train_loss': 0.1382, 'test_loss': 0.1557}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 45, 'train_acc': 0.9592, 'test_acc': 0.9566, 'train_loss': 0.1183, 'test_loss': 0.1354}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 46, 'train_acc': 0.9809, 'test_acc': 0.9769, 'train_loss': 0.0566, 'test_loss': 0.07}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 47, 'train_acc': 0.9598, 'test_acc': 0.956, 'train_loss': 0.1233, 'test_loss': 0.1382}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 48, 'train_acc': 0.9687, 'test_acc': 0.9661, 'train_loss': 0.0965, 'test_loss': 0.1067}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 49, 'train_acc': 0.9539, 'test_acc': 0.9525, 'train_loss': 0.1441, 'test_loss': 0.1515}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 50, 'train_acc': 0.9583, 'test_acc': 0.9606, 'train_loss': 0.1276, 'test_loss': 0.1341}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 51, 'train_acc': 0.9548, 'test_acc': 0.9559, 'train_loss': 0.1403, 'test_loss': 0.1467}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 52, 'train_acc': 0.9306, 'test_acc': 0.9321, 'train_loss': 0.2054, 'test_loss': 0.2233}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 53, 'train_acc': 0.9573, 'test_acc': 0.9546, 'train_loss': 0.1263, 'test_loss': 0.1495}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 54, 'train_acc': 0.9603, 'test_acc': 0.9575, 'train_loss': 0.1203, 'test_loss': 0.1406}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 55, 'train_acc': 0.9608, 'test_acc': 0.9602, 'train_loss': 0.1187, 'test_loss': 0.1305}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 56, 'train_acc': 0.9646, 'test_acc': 0.9632, 'train_loss': 0.1111, 'test_loss': 0.1239}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 57, 'train_acc': 0.9648, 'test_acc': 0.9624, 'train_loss': 0.1106, 'test_loss': 0.1226}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 58, 'train_acc': 0.941, 'test_acc': 0.9416, 'train_loss': 0.185, 'test_loss': 0.1891}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 59, 'train_acc': 0.9242, 'test_acc': 0.9213, 'train_loss': 0.244, 'test_loss': 0.2673}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 60, 'train_acc': 0.948, 'test_acc': 0.9478, 'train_loss': 0.1658, 'test_loss': 0.1704}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 61, 'train_acc': 0.9604, 'test_acc': 0.9613, 'train_loss': 0.1282, 'test_loss': 0.1337}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 62, 'train_acc': 0.9676, 'test_acc': 0.965, 'train_loss': 0.1021, 'test_loss': 0.1127}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 63, 'train_acc': 0.9738, 'test_acc': 0.9726, 'train_loss': 0.0808, 'test_loss': 0.0883}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 64, 'train_acc': 0.9686, 'test_acc': 0.9675, 'train_loss': 0.0991, 'test_loss': 0.1078}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 65, 'train_acc': 0.9722, 'test_acc': 0.971, 'train_loss': 0.0866, 'test_loss': 0.0944}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 66, 'train_acc': 0.9631, 'test_acc': 0.962, 'train_loss': 0.1126, 'test_loss': 0.1172}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 67, 'train_acc': 0.9654, 'test_acc': 0.9646, 'train_loss': 0.1054, 'test_loss': 0.1205}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 68, 'train_acc': 0.9603, 'test_acc': 0.9583, 'train_loss': 0.1234, 'test_loss': 0.138}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 69, 'train_acc': 0.9501, 'test_acc': 0.9478, 'train_loss': 0.1548, 'test_loss': 0.1672}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 70, 'train_acc': 0.9556, 'test_acc': 0.9546, 'train_loss': 0.1334, 'test_loss': 0.1428}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 71, 'train_acc': 0.949, 'test_acc': 0.9503, 'train_loss': 0.1535, 'test_loss': 0.1588}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 72, 'train_acc': 0.9638, 'test_acc': 0.9611, 'train_loss': 0.1127, 'test_loss': 0.1234}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 73, 'train_acc': 0.9755, 'test_acc': 0.974, 'train_loss': 0.0715, 'test_loss': 0.0798}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 74, 'train_acc': 0.9747, 'test_acc': 0.9726, 'train_loss': 0.0755, 'test_loss': 0.086}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 75, 'train_acc': 0.9756, 'test_acc': 0.9737, 'train_loss': 0.0758, 'test_loss': 0.086}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 76, 'train_acc': 0.9714, 'test_acc': 0.9701, 'train_loss': 0.0895, 'test_loss': 0.0987}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 77, 'train_acc': 0.9696, 'test_acc': 0.9692, 'train_loss': 0.0953, 'test_loss': 0.0995}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 78, 'train_acc': 0.9703, 'test_acc': 0.9694, 'train_loss': 0.093, 'test_loss': 0.0998}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 79, 'train_acc': 0.9757, 'test_acc': 0.9747, 'train_loss': 0.0748, 'test_loss': 0.0824}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 80, 'train_acc': 0.9556, 'test_acc': 0.9494, 'train_loss': 0.1462, 'test_loss': 0.168}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 81, 'train_acc': 0.9442, 'test_acc': 0.938, 'train_loss': 0.1702, 'test_loss': 0.2038}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 82, 'train_acc': 0.9677, 'test_acc': 0.9647, 'train_loss': 0.0979, 'test_loss': 0.1191}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 83, 'train_acc': 0.9508, 'test_acc': 0.9502, 'train_loss': 0.1553, 'test_loss': 0.1701}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 84, 'train_acc': 0.9508, 'test_acc': 0.9498, 'train_loss': 0.1567, 'test_loss': 0.171}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 85, 'train_acc': 0.9562, 'test_acc': 0.9555, 'train_loss': 0.1362, 'test_loss': 0.1479}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 86, 'train_acc': 0.9559, 'test_acc': 0.9554, 'train_loss': 0.1377, 'test_loss': 0.1496}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 87, 'train_acc': 0.9124, 'test_acc': 0.914, 'train_loss': 0.2739, 'test_loss': 0.29}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 88, 'train_acc': 0.8843, 'test_acc': 0.8882, 'train_loss': 0.3719, 'test_loss': 0.3875}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 89, 'train_acc': 0.9747, 'test_acc': 0.9703, 'train_loss': 0.0782, 'test_loss': 0.0922}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 90, 'train_acc': 0.9621, 'test_acc': 0.9636, 'train_loss': 0.1182, 'test_loss': 0.1244}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 91, 'train_acc': 0.9564, 'test_acc': 0.9521, 'train_loss': 0.1444, 'test_loss': 0.1597}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 92, 'train_acc': 0.9664, 'test_acc': 0.9656, 'train_loss': 0.1079, 'test_loss': 0.1206}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 93, 'train_acc': 0.9669, 'test_acc': 0.9669, 'train_loss': 0.1072, 'test_loss': 0.1198}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 94, 'train_acc': 0.969, 'test_acc': 0.9671, 'train_loss': 0.092, 'test_loss': 0.1102}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 95, 'train_acc': 0.9548, 'test_acc': 0.9522, 'train_loss': 0.1401, 'test_loss': 0.1536}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 96, 'train_acc': 0.9572, 'test_acc': 0.9532, 'train_loss': 0.1365, 'test_loss': 0.1555}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 97, 'train_acc': 0.9668, 'test_acc': 0.9647, 'train_loss': 0.0951, 'test_loss': 0.1169}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 98, 'train_acc': 0.9712, 'test_acc': 0.968, 'train_loss': 0.0839, 'test_loss': 0.1063}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 99, 'train_acc': 0.9716, 'test_acc': 0.9691, 'train_loss': 0.0834, 'test_loss': 0.0976}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 100, 'train_acc': 0.9576, 'test_acc': 0.954, 'train_loss': 0.136, 'test_loss': 0.1536}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 101, 'train_acc': 0.9553, 'test_acc': 0.9538, 'train_loss': 0.1344, 'test_loss': 0.1488}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 102, 'train_acc': 0.9434, 'test_acc': 0.9434, 'train_loss': 0.1724, 'test_loss': 0.1853}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 103, 'train_acc': 0.954, 'test_acc': 0.9513, 'train_loss': 0.1393, 'test_loss': 0.1604}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 104, 'train_acc': 0.9553, 'test_acc': 0.9534, 'train_loss': 0.1374, 'test_loss': 0.1496}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 105, 'train_acc': 0.9418, 'test_acc': 0.9396, 'train_loss': 0.1805, 'test_loss': 0.1884}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 106, 'train_acc': 0.9329, 'test_acc': 0.9327, 'train_loss': 0.2148, 'test_loss': 0.2201}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 107, 'train_acc': 0.9484, 'test_acc': 0.9451, 'train_loss': 0.1617, 'test_loss': 0.1868}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 108, 'train_acc': 0.9615, 'test_acc': 0.9591, 'train_loss': 0.1178, 'test_loss': 0.1339}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 109, 'train_acc': 0.959, 'test_acc': 0.958, 'train_loss': 0.1238, 'test_loss': 0.1355}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 110, 'train_acc': 0.9442, 'test_acc': 0.9421, 'train_loss': 0.1752, 'test_loss': 0.1856}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 111, 'train_acc': 0.9689, 'test_acc': 0.9692, 'train_loss': 0.0935, 'test_loss': 0.1021}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 112, 'train_acc': 0.9346, 'test_acc': 0.934, 'train_loss': 0.2005, 'test_loss': 0.2255}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 113, 'train_acc': 0.9167, 'test_acc': 0.917, 'train_loss': 0.2644, 'test_loss': 0.2905}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 114, 'train_acc': 0.9592, 'test_acc': 0.9571, 'train_loss': 0.1244, 'test_loss': 0.1473}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 115, 'train_acc': 0.9363, 'test_acc': 0.9349, 'train_loss': 0.1957, 'test_loss': 0.221}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 116, 'train_acc': 0.9616, 'test_acc': 0.9594, 'train_loss': 0.1146, 'test_loss': 0.137}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 117, 'train_acc': 0.9533, 'test_acc': 0.9522, 'train_loss': 0.1421, 'test_loss': 0.1589}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 118, 'train_acc': 0.9632, 'test_acc': 0.962, 'train_loss': 0.1109, 'test_loss': 0.1259}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 119, 'train_acc': 0.9546, 'test_acc': 0.9533, 'train_loss': 0.1369, 'test_loss': 0.1516}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 120, 'train_acc': 0.9752, 'test_acc': 0.9724, 'train_loss': 0.0772, 'test_loss': 0.0878}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 121, 'train_acc': 0.9583, 'test_acc': 0.9569, 'train_loss': 0.1353, 'test_loss': 0.1494}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 122, 'train_acc': 0.974, 'test_acc': 0.971, 'train_loss': 0.0841, 'test_loss': 0.0943}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 123, 'train_acc': 0.9707, 'test_acc': 0.9681, 'train_loss': 0.0943, 'test_loss': 0.1043}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 124, 'train_acc': 0.9741, 'test_acc': 0.971, 'train_loss': 0.0828, 'test_loss': 0.0947}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 125, 'train_acc': 0.9699, 'test_acc': 0.9668, 'train_loss': 0.0969, 'test_loss': 0.1082}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 126, 'train_acc': 0.9755, 'test_acc': 0.9716, 'train_loss': 0.0761, 'test_loss': 0.0887}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 127, 'train_acc': 0.9744, 'test_acc': 0.9713, 'train_loss': 0.081, 'test_loss': 0.0975}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 128, 'train_acc': 0.9598, 'test_acc': 0.9584, 'train_loss': 0.1274, 'test_loss': 0.144}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 129, 'train_acc': 0.966, 'test_acc': 0.9634, 'train_loss': 0.1052, 'test_loss': 0.123}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 130, 'train_acc': 0.9707, 'test_acc': 0.9682, 'train_loss': 0.0887, 'test_loss': 0.1077}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 131, 'train_acc': 0.9747, 'test_acc': 0.9722, 'train_loss': 0.0785, 'test_loss': 0.0946}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 132, 'train_acc': 0.9512, 'test_acc': 0.9502, 'train_loss': 0.1615, 'test_loss': 0.1879}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 133, 'train_acc': 0.96, 'test_acc': 0.9579, 'train_loss': 0.1282, 'test_loss': 0.1479}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 134, 'train_acc': 0.9598, 'test_acc': 0.9582, 'train_loss': 0.1295, 'test_loss': 0.1489}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 135, 'train_acc': 0.9304, 'test_acc': 0.9312, 'train_loss': 0.2338, 'test_loss': 0.2387}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 136, 'train_acc': 0.9373, 'test_acc': 0.9377, 'train_loss': 0.2097, 'test_loss': 0.2177}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 137, 'train_acc': 0.9604, 'test_acc': 0.956, 'train_loss': 0.124, 'test_loss': 0.1402}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 138, 'train_acc': 0.9718, 'test_acc': 0.9685, 'train_loss': 0.0854, 'test_loss': 0.1016}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 139, 'train_acc': 0.9548, 'test_acc': 0.9539, 'train_loss': 0.1329, 'test_loss': 0.1486}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 140, 'train_acc': 0.9442, 'test_acc': 0.9446, 'train_loss': 0.1696, 'test_loss': 0.1846}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 141, 'train_acc': 0.9477, 'test_acc': 0.9478, 'train_loss': 0.1575, 'test_loss': 0.1729}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 142, 'train_acc': 0.9471, 'test_acc': 0.9469, 'train_loss': 0.1647, 'test_loss': 0.1778}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 143, 'train_acc': 0.9477, 'test_acc': 0.9459, 'train_loss': 0.171, 'test_loss': 0.1874}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 144, 'train_acc': 0.9434, 'test_acc': 0.9417, 'train_loss': 0.1869, 'test_loss': 0.2031}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 145, 'train_acc': 0.9378, 'test_acc': 0.9359, 'train_loss': 0.2109, 'test_loss': 0.2279}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 146, 'train_acc': 0.9354, 'test_acc': 0.9332, 'train_loss': 0.2202, 'test_loss': 0.2373}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 147, 'train_acc': 0.9802, 'test_acc': 0.9749, 'train_loss': 0.0602, 'test_loss': 0.0719}"
"{'C': 0.0, 'B': 10, 'learning_rate': 0.01, 'comm_round': 148, 'train_acc': 0.98, 'test_acc': 0.9778, 'train_loss': 0.0614, 'test_loss': 0.0705}"
