"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 1, 'train_acc': 0.7239, 'test_acc': 0.7417, 'train_loss': 1.5518, 'test_loss': 1.5349}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 60, 'train_acc': 0.9784, 'test_acc': 0.9773, 'train_loss': 0.072, 'test_loss': 0.0664}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 61, 'train_acc': 0.9765, 'test_acc': 0.9773, 'train_loss': 0.0777, 'test_loss': 0.0716}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 62, 'train_acc': 0.9752, 'test_acc': 0.975, 'train_loss': 0.0822, 'test_loss': 0.0739}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 63, 'train_acc': 0.9756, 'test_acc': 0.977, 'train_loss': 0.0801, 'test_loss': 0.0691}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 64, 'train_acc': 0.9745, 'test_acc': 0.9761, 'train_loss': 0.0824, 'test_loss': 0.0748}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 65, 'train_acc': 0.9759, 'test_acc': 0.9761, 'train_loss': 0.0781, 'test_loss': 0.073}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 66, 'train_acc': 0.9779, 'test_acc': 0.9772, 'train_loss': 0.0737, 'test_loss': 0.0698}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 67, 'train_acc': 0.9786, 'test_acc': 0.9787, 'train_loss': 0.0704, 'test_loss': 0.0653}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 68, 'train_acc': 0.9761, 'test_acc': 0.9775, 'train_loss': 0.0772, 'test_loss': 0.0702}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 69, 'train_acc': 0.946, 'test_acc': 0.9457, 'train_loss': 0.1706, 'test_loss': 0.1637}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 70, 'train_acc': 0.9746, 'test_acc': 0.9726, 'train_loss': 0.0813, 'test_loss': 0.078}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 71, 'train_acc': 0.9759, 'test_acc': 0.9755, 'train_loss': 0.0782, 'test_loss': 0.0744}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 72, 'train_acc': 0.9764, 'test_acc': 0.975, 'train_loss': 0.0755, 'test_loss': 0.0736}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 73, 'train_acc': 0.9785, 'test_acc': 0.978, 'train_loss': 0.0698, 'test_loss': 0.0666}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 74, 'train_acc': 0.9786, 'test_acc': 0.9788, 'train_loss': 0.069, 'test_loss': 0.0653}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 75, 'train_acc': 0.9784, 'test_acc': 0.9792, 'train_loss': 0.0702, 'test_loss': 0.0654}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 76, 'train_acc': 0.9788, 'test_acc': 0.978, 'train_loss': 0.0686, 'test_loss': 0.0647}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 77, 'train_acc': 0.9804, 'test_acc': 0.9792, 'train_loss': 0.0649, 'test_loss': 0.0652}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 78, 'train_acc': 0.9788, 'test_acc': 0.9762, 'train_loss': 0.0682, 'test_loss': 0.0706}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 79, 'train_acc': 0.9802, 'test_acc': 0.9776, 'train_loss': 0.0665, 'test_loss': 0.0644}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 80, 'train_acc': 0.9807, 'test_acc': 0.9779, 'train_loss': 0.0641, 'test_loss': 0.0641}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 81, 'train_acc': 0.9807, 'test_acc': 0.9794, 'train_loss': 0.0635, 'test_loss': 0.0642}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 82, 'train_acc': 0.9814, 'test_acc': 0.9787, 'train_loss': 0.0616, 'test_loss': 0.0606}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 83, 'train_acc': 0.9812, 'test_acc': 0.9785, 'train_loss': 0.062, 'test_loss': 0.0653}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 84, 'train_acc': 0.9812, 'test_acc': 0.9788, 'train_loss': 0.0624, 'test_loss': 0.0651}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 85, 'train_acc': 0.9809, 'test_acc': 0.9787, 'train_loss': 0.0631, 'test_loss': 0.0656}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 86, 'train_acc': 0.9798, 'test_acc': 0.9783, 'train_loss': 0.0645, 'test_loss': 0.0654}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 87, 'train_acc': 0.9823, 'test_acc': 0.9808, 'train_loss': 0.0594, 'test_loss': 0.0576}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 88, 'train_acc': 0.9823, 'test_acc': 0.982, 'train_loss': 0.0577, 'test_loss': 0.0551}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 89, 'train_acc': 0.9822, 'test_acc': 0.9813, 'train_loss': 0.0575, 'test_loss': 0.0575}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 90, 'train_acc': 0.9817, 'test_acc': 0.9812, 'train_loss': 0.0597, 'test_loss': 0.0561}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 91, 'train_acc': 0.9834, 'test_acc': 0.9825, 'train_loss': 0.0549, 'test_loss': 0.0537}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 92, 'train_acc': 0.9819, 'test_acc': 0.9815, 'train_loss': 0.0584, 'test_loss': 0.0562}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 93, 'train_acc': 0.9828, 'test_acc': 0.9814, 'train_loss': 0.0557, 'test_loss': 0.0547}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 94, 'train_acc': 0.9834, 'test_acc': 0.9811, 'train_loss': 0.0541, 'test_loss': 0.0549}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 95, 'train_acc': 0.9817, 'test_acc': 0.9815, 'train_loss': 0.0595, 'test_loss': 0.057}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 96, 'train_acc': 0.9821, 'test_acc': 0.9825, 'train_loss': 0.0558, 'test_loss': 0.0549}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 97, 'train_acc': 0.9828, 'test_acc': 0.9813, 'train_loss': 0.0542, 'test_loss': 0.0544}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 98, 'train_acc': 0.9838, 'test_acc': 0.9824, 'train_loss': 0.0525, 'test_loss': 0.0527}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 99, 'train_acc': 0.9838, 'test_acc': 0.9823, 'train_loss': 0.0542, 'test_loss': 0.0543}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 100, 'train_acc': 0.9804, 'test_acc': 0.9801, 'train_loss': 0.0627, 'test_loss': 0.0619}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 101, 'train_acc': 0.9817, 'test_acc': 0.9803, 'train_loss': 0.0594, 'test_loss': 0.0595}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 102, 'train_acc': 0.9832, 'test_acc': 0.982, 'train_loss': 0.0543, 'test_loss': 0.0564}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 103, 'train_acc': 0.9838, 'test_acc': 0.9826, 'train_loss': 0.0513, 'test_loss': 0.052}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 104, 'train_acc': 0.9826, 'test_acc': 0.9795, 'train_loss': 0.0557, 'test_loss': 0.0581}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 105, 'train_acc': 0.9828, 'test_acc': 0.9804, 'train_loss': 0.0539, 'test_loss': 0.0552}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 106, 'train_acc': 0.9834, 'test_acc': 0.9812, 'train_loss': 0.0519, 'test_loss': 0.0552}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 107, 'train_acc': 0.9843, 'test_acc': 0.9823, 'train_loss': 0.05, 'test_loss': 0.0533}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 108, 'train_acc': 0.9826, 'test_acc': 0.9798, 'train_loss': 0.0556, 'test_loss': 0.0603}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 109, 'train_acc': 0.9795, 'test_acc': 0.9769, 'train_loss': 0.0638, 'test_loss': 0.0702}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 110, 'train_acc': 0.9824, 'test_acc': 0.9797, 'train_loss': 0.0555, 'test_loss': 0.0616}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 111, 'train_acc': 0.9829, 'test_acc': 0.9803, 'train_loss': 0.0545, 'test_loss': 0.0609}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 112, 'train_acc': 0.9848, 'test_acc': 0.9844, 'train_loss': 0.0481, 'test_loss': 0.0515}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 113, 'train_acc': 0.9854, 'test_acc': 0.9835, 'train_loss': 0.0463, 'test_loss': 0.0493}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 114, 'train_acc': 0.9835, 'test_acc': 0.9794, 'train_loss': 0.053, 'test_loss': 0.0583}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 115, 'train_acc': 0.9348, 'test_acc': 0.9289, 'train_loss': 0.2695, 'test_loss': 0.3085}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 116, 'train_acc': 0.9829, 'test_acc': 0.9813, 'train_loss': 0.0556, 'test_loss': 0.0569}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 117, 'train_acc': 0.9832, 'test_acc': 0.9812, 'train_loss': 0.055, 'test_loss': 0.0577}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 118, 'train_acc': 0.984, 'test_acc': 0.9817, 'train_loss': 0.053, 'test_loss': 0.0572}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 119, 'train_acc': 0.9843, 'test_acc': 0.9823, 'train_loss': 0.0505, 'test_loss': 0.054}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 120, 'train_acc': 0.9847, 'test_acc': 0.9829, 'train_loss': 0.05, 'test_loss': 0.0523}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 121, 'train_acc': 0.984, 'test_acc': 0.9824, 'train_loss': 0.0512, 'test_loss': 0.0543}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 122, 'train_acc': 0.9851, 'test_acc': 0.9829, 'train_loss': 0.0489, 'test_loss': 0.0515}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 123, 'train_acc': 0.9847, 'test_acc': 0.9825, 'train_loss': 0.0491, 'test_loss': 0.0528}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 124, 'train_acc': 0.9849, 'test_acc': 0.9834, 'train_loss': 0.0487, 'test_loss': 0.0523}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 125, 'train_acc': 0.9831, 'test_acc': 0.9808, 'train_loss': 0.0542, 'test_loss': 0.0573}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 126, 'train_acc': 0.9859, 'test_acc': 0.9833, 'train_loss': 0.0466, 'test_loss': 0.0515}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 127, 'train_acc': 0.9847, 'test_acc': 0.9821, 'train_loss': 0.0481, 'test_loss': 0.0522}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 128, 'train_acc': 0.985, 'test_acc': 0.9829, 'train_loss': 0.0493, 'test_loss': 0.0536}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 129, 'train_acc': 0.985, 'test_acc': 0.9832, 'train_loss': 0.0478, 'test_loss': 0.0513}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 130, 'train_acc': 0.9834, 'test_acc': 0.9805, 'train_loss': 0.0526, 'test_loss': 0.0577}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 131, 'train_acc': 0.9869, 'test_acc': 0.9843, 'train_loss': 0.0417, 'test_loss': 0.0479}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 132, 'train_acc': 0.9864, 'test_acc': 0.9837, 'train_loss': 0.0449, 'test_loss': 0.0513}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 133, 'train_acc': 0.9862, 'test_acc': 0.984, 'train_loss': 0.0453, 'test_loss': 0.0489}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 134, 'train_acc': 0.9873, 'test_acc': 0.9856, 'train_loss': 0.0407, 'test_loss': 0.0445}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 135, 'train_acc': 0.9863, 'test_acc': 0.9855, 'train_loss': 0.0436, 'test_loss': 0.0465}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 136, 'train_acc': 0.9874, 'test_acc': 0.985, 'train_loss': 0.041, 'test_loss': 0.0461}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 137, 'train_acc': 0.9882, 'test_acc': 0.985, 'train_loss': 0.0386, 'test_loss': 0.0436}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 138, 'train_acc': 0.9836, 'test_acc': 0.9838, 'train_loss': 0.0515, 'test_loss': 0.0523}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 139, 'train_acc': 0.986, 'test_acc': 0.9853, 'train_loss': 0.0438, 'test_loss': 0.046}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 140, 'train_acc': 0.9859, 'test_acc': 0.9858, 'train_loss': 0.0445, 'test_loss': 0.0459}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 141, 'train_acc': 0.9866, 'test_acc': 0.9848, 'train_loss': 0.0421, 'test_loss': 0.0462}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 142, 'train_acc': 0.9879, 'test_acc': 0.9854, 'train_loss': 0.0376, 'test_loss': 0.0422}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 143, 'train_acc': 0.9869, 'test_acc': 0.9839, 'train_loss': 0.0417, 'test_loss': 0.0471}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 144, 'train_acc': 0.9881, 'test_acc': 0.9857, 'train_loss': 0.0374, 'test_loss': 0.0423}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 145, 'train_acc': 0.9858, 'test_acc': 0.9847, 'train_loss': 0.0467, 'test_loss': 0.0484}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 146, 'train_acc': 0.9874, 'test_acc': 0.9845, 'train_loss': 0.0406, 'test_loss': 0.046}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 147, 'train_acc': 0.9863, 'test_acc': 0.9846, 'train_loss': 0.0438, 'test_loss': 0.0467}"
"{'C': 0.0, 'B': 600, 'learning_rate': 0.215, 'comm_round': 148, 'train_acc': 0.9861, 'test_acc': 0.9834, 'train_loss': 0.0447, 'test_loss': 0.0506}"
